id,description,name,host_id
10333830,"Looking for a great spacious apartment? Here it is! My comfortable and beautiful place is totally renovated and has a great location. It's peaceful, modern and full of great energy. Stay here and you will have the best time in Ghent.  The space I love my space! I bought the apartment about a year ago and renovated it just the way I like it: Modern and chic! It's very cozy, peaceful and has great energy. I love living in my neigbourhood, I'm sure you will too.  The Kitchen is fully equipped. I love to cook, I published a cookbook and I'm currently woking on my second one, so the kitchen is a place I spend lots of time in.  The bathroom has a great rain shower and fresh soft towels are at your disposal.   The apartment is very bright and has a very small terrace where you can smoke. (No smoking in the house though!)  Nespresso coffee and Healthy tea is available and I can give you a list of all the best places in the",Gorgeous big modern apartment,18273119
10350818,"Spacious 2nd floor flat with double twin bed in bedroom, a living, fully equiped kitchen. Supermarket in street, 5 mins walk to historic city, shopping center, 5 mins walk to musea and Culture Centers, 9 mins to railway station. Free Wifi  The space The second floor apartment of a belle Epoque house is located in the center of the art district of Ghent.The apartment has one bedroom with double beds. The bathroom and separate toilet are situated on the mezzanine. The living gets the sun in the morning, while the sleeping room gets the sun in the afternoon and evening.The apartment has a beautiful view on the Bijloke site and the river the Leie. The apartment has its own cooking facilities - a fully equipped kitchen with fridge and microwave, coffee machine and all the necessary utensils.The apartment also has wifi. An excellent location in all aspects- 3 min' walking to Bijloke Music Center and musea: STAM, SMAK and MSK,5 min' to Sint Peter's Abbey. The histor",Old Mansion with loggia in perfect location,23333629
10831917,Spacious apartment with terrace close to the centre of Ghent. Only a few minutes away from the bus and train station. There's a beautiful park with subtropical swimming pool right across the street.,Spacious apartment with terrace.,56088666
10842431,"Lovely renovated spacious and bright apartment with a sunny furnished balcony. Quietly situated on the edge of the medieval city of Gent. A 10' walk brings you to the heart of the vibrant core of this town with all its cafes & restaurants and its old cultural buildings, The flat is comfortably furnished, and is also fully equipped for long-term rentals with unlimited WiFi.  The flat has an underground parking space. Tram stop at 5' walk from the flat, and takes you to the train station in 15'  The space The whole apartment is for your private use! The apartment has one bedroom with a double bed (boxspring - 2 single attached to each other), with a possibility of an extra bed for a third person. This extra single bed can only be used if booked for a third person.  Bathroom with new walk-in shower, new washbasin with furniture, balance... The kitchen is fully equipped (oven, microwave, freezer, fridge, induction, coffee machine, dishwas",Bright & Luxury City Centre apartment in Ghent,15300260
11308674,"Our trendy accommodation is located in the centre of Ghent. The main market square is only 100 meters away. There's a private bathroom with toilet, a bath, shower and sink. The apartment comes with a very large private green terrace, in the middle of the city.  We offer free Wifi and television. Public parking ""Vrijdagsmarkt"" is nearby to park your car: 23€/24h.  There's an efficient check-in/-out process  We look forward to have you stay over with us!  The space - Your accommodation room is on the first floor! Please note that you will have to take one staircase to reach the accommodation. - Please note that this room offers 1 large double bed and it's not possible to request for twin bedding. Additional, a baby-bed can be provided.  - Free fast WiFi is available - There are no cooking facilities (= no kitchen/cooking plates/microwave/oven/plates/glasses/cutlery...)  The accommodation also comes with the",Luxurious suite in the historic centre of Ghent,28517059
11389551,The studio is located only 4 minutes from the station -> GENT-DAMPOORT. It is also maximum 10 minutes walk from all the major historic and touristic locations.,Cosy modern studio near the center,49333169
11407725,"Cosy modern studio, located only 1,5km from the station GENT-DAMPOORT. 4 min walk to the bus GENT ZUID and only 10 minutes walk from all the major historic and touristic locations.  The studio is fully equipped for two persons with a two pers bed, an open kitchenette and bahtroom with shower and toilet.  The space Cosy modern studio with 1 double bed (1m40), private bathroom en private open kitchenette with small fridge and senseo machine. WIFI. Towels are provided. The studio is located on the ground floor. The window in the studio has partly indirect light to respect the privacy of the neighbours.  Guest access It's a private place, so you will have your own locked door. The studio is located on the ground floor.  Other things to note Luggage storage: there is a possibility when you arrive earlier then check in time to store your luggage. Please contact me in advance.",Cosy&modern studio near the center,49333169
11454300,"Come in and enjoy the sunny, cozy and bright atmosphere of this place. Expect a very spacious and well-equipped apartment within walking distance of the city center. It is the ideal base for a weekend in Ghent, but it is also perfect for longer stays of a few weeks or even months. Before I followed my heart to the neighboring Merelbeke, I loved living there for about 8 years. Parking: 3 € / day between 9am and 7pm, free on Sundays.  The space Here are some keywords that complement the images perfectly:  Lots of light. Completely private. Spacious. Cozy.  The apartment consists of 2 parts, each with a separate entrance door that opens onto the common hallway. One door leads to the kitchen and living room, the other to the bedroom and bathroom. Both doors are equipped with a separate key, so that your belongings are safely stored at all times.  Guest access Access to the house is provided through a l","Sunlit, roomy apartment",8053341
11520446,"Gezellige ruime kamer in huis met tuin. Badkamer, yogakamer, bureau met eigen TV ter beschikking. Sterke WIFI! Keuken ter beschikking. Barbecue in de tuin kan ook! Fietsen ter beschikking. Nabij Gent (7 km).  The space Meerdere kamers ter beschikking: ruime slaapkamer en salonnetje met eigen TV. Sterke WIFI, keuken, tuin, fietsen ter beschikking.",Gezellige kamer,16056459
11538310,"A bright, comfortable room from 2 up to 4 people situated at 50m from the beautiful river ""De Leie"" very close to Ghent center (10 min by car, 20 min by bike, train 6 min)  Bruges, Antwerp & Brussels 30-40 minutes drive. 5 min drive from the highway, 5 min from Flanders Expo  Suitable for solo travellers, couples, business travellers and family with kids.  At arrival you will receive an information package (maps, shops, restaurants, walking trails...) of Drongen and Ghent  The space Completely renovated house with beautiful garden, situated in quitely located nature reserve ""De Assels"" and still very close to Ghent center. Perfect setting to start a walking or biking trail.   There is another room available for 2 persons which is available. You may always send a request. (up to 6 persons maximum)  Guest access Access to the garden and kitchen. Kitchen is onlu available for breakfast in the morning until",Bright spacious room for 2 to 4 persons @Ghent,39312954
11543219,"500m from Ghent St Pieters, on the way to the center. 100sqm appartment with modern kitchen and great new bath room. Perfect for short city trip!  Guest access Wifi: ataste Pasword: sticksislauw  Tram stops at 100m Train station at 500m Walking distance to center",Cosy room in luxury appartment,15728434
11727193,"Bright modern 1 bedroom flat which comes fully furnished and is conveniently located, very close to the main train station Gent Sint-Pieters and the city center. Near to several parks, restaurants, bakeries, pharmacies, supermarkets, schools and museums.   Located in a well designed building on a quiet sunny street, and set within a very attractive neighbourhood.   Friendly and helpful neighbours too!  Long term let only.  The space The flat features energy efficient triple glazing, a new hot water boiler and new wall heating units. It comes furnished: the fully fitted kitchen has a fridge, washing machine, microwave as well as pans, plates and cutlery. The living room has a comfortable sofa, coffee table, dining table and chairs, and a TV/storage unit. The separate bedroom is spacious and bright and comes with a large double bed and mattress, and storage space underneath the bed, as well as a double wardrobe and curtains. The bathroo","central, 5mins to main rail station",1857887
